,eventTimestamp,eventDate
145,2023-02-24 14:03:23,2023-02-24
146,2023-02-24 14:03:24,2023-02-24
147,2023-02-24 14:03:25,2023-02-24
148,2023-02-24 14:03:26,2023-02-24
149,2023-02-24 14:03:27,2023-02-24
150,2023-02-24 14:03:28,2023-02-24
151,2023-02-24 14:03:29,2023-02-24
152,2023-02-24 14:03:30,2023-02-24
153,2023-02-24 14:03:31,2023-02-24
154,2023-02-24 14:03:34,2023-02-24
155,2023-02-24 14:03:35,2023-02-24
156,2023-02-24 14:03:36,2023-02-24
157,2023-02-24 14:03:37,2023-02-24
158,2023-02-24 14:03:38,2023-02-24
159,2023-02-24 14:03:40,2023-02-24
160,2023-02-24 14:03:41,2023-02-24
161,2023-02-24 14:03:42,2023-02-24
162,2023-02-24 14:03:43,2023-02-24
163,2023-02-24 14:03:45,2023-02-24
164,2023-02-24 14:03:46,2023-02-24
165,2023-02-24 14:03:47,2023-02-24
166,2023-02-24 14:03:48,2023-02-24
167,2023-02-24 14:03:50,2023-02-24
168,2023-02-24 14:03:51,2023-02-24
169,2023-02-24 14:03:52,2023-02-24
170,2023-02-24 14:03:53,2023-02-24
171,2023-02-24 14:03:54,2023-02-24
172,2023-02-24 14:03:55,2023-02-24
173,2023-02-24 14:03:56,2023-02-24
174,2023-02-24 14:03:57,2023-02-24
175,2023-02-24 14:03:58,2023-02-24
176,2023-02-24 14:03:59,2023-02-24
177,2023-02-24 14:04:00,2023-02-24
178,2023-02-24 14:04:01,2023-02-24
179,2023-02-24 14:04:02,2023-02-24
180,2023-02-24 14:04:03,2023-02-24
181,2023-02-24 14:04:05,2023-02-24
182,2023-02-24 14:04:06,2023-02-24
183,2023-02-24 14:04:07,2023-02-24
184,2023-02-24 14:04:09,2023-02-24
185,2023-02-24 14:04:12,2023-02-24
186,2023-02-24 14:04:13,2023-02-24
187,2023-02-24 14:04:14,2023-02-24
188,2023-02-24 14:04:15,2023-02-24
189,2023-02-24 14:04:17,2023-02-24
190,2023-02-24 14:04:18,2023-02-24
191,2023-02-24 14:04:19,2023-02-24
192,2023-02-24 14:04:20,2023-02-24
193,2023-02-24 14:04:21,2023-02-24
194,2023-02-24 14:04:23,2023-02-24
195,2023-02-24 14:04:24,2023-02-24
196,2023-02-24 14:04:25,2023-02-24
197,2023-02-24 14:04:26,2023-02-24
198,2023-02-24 14:04:27,2023-02-24
199,2023-02-24 14:04:28,2023-02-24
200,2023-02-24 14:04:29,2023-02-24
201,2023-02-24 14:04:30,2023-02-24
202,2023-02-24 14:04:31,2023-02-24
203,2023-02-24 14:04:32,2023-02-24
204,2023-02-24 14:04:33,2023-02-24
205,2023-02-24 14:04:34,2023-02-24
206,2023-02-24 14:04:35,2023-02-24
207,2023-02-24 14:04:36,2023-02-24
208,2023-02-24 14:04:37,2023-02-24
209,2023-02-24 14:04:38,2023-02-24
210,2023-02-24 14:04:39,2023-02-24
211,2023-02-24 14:04:40,2023-02-24
212,2023-02-24 14:04:41,2023-02-24
213,2023-02-24 14:04:43,2023-02-24
214,2023-02-24 14:04:44,2023-02-24
215,2023-02-24 14:04:45,2023-02-24
216,2023-02-24 14:04:47,2023-02-24
217,2023-02-24 14:04:48,2023-02-24
218,2023-02-24 14:04:49,2023-02-24
219,2023-02-24 14:04:50,2023-02-24
220,2023-02-24 14:04:52,2023-02-24
221,2023-02-24 14:04:53,2023-02-24
222,2023-02-24 14:04:54,2023-02-24
223,2023-02-24 14:04:55,2023-02-24
224,2023-02-24 14:04:57,2023-02-24
225,2023-02-24 14:04:58,2023-02-24
226,2023-02-24 14:04:59,2023-02-24
227,2023-02-24 14:05:00,2023-02-24
228,2023-02-24 14:05:01,2023-02-24
229,2023-02-24 14:05:02,2023-02-24
230,2023-02-24 14:05:03,2023-02-24
231,2023-02-24 14:05:04,2023-02-24
232,2023-02-24 14:05:05,2023-02-24
233,2023-02-24 14:05:06,2023-02-24
234,2023-02-24 14:05:08,2023-02-24
235,2023-02-24 14:05:09,2023-02-24
236,2023-02-24 14:05:10,2023-02-24
237,2023-02-24 14:05:11,2023-02-24
238,2023-02-24 14:05:12,2023-02-24
239,2023-02-24 14:05:14,2023-02-24
240,2023-02-24 14:05:16,2023-02-24
241,2023-02-24 14:05:17,2023-02-24
242,2023-02-24 14:05:18,2023-02-24
243,2023-02-24 14:05:19,2023-02-24
244,2023-02-24 14:05:20,2023-02-24
245,2023-02-24 14:05:21,2023-02-24
246,2023-02-24 14:05:22,2023-02-24
247,2023-02-24 14:05:24,2023-02-24
248,2023-02-24 14:05:25,2023-02-24
249,2023-02-24 14:05:26,2023-02-24
250,2023-02-24 14:05:27,2023-02-24
251,2023-02-24 14:05:28,2023-02-24
252,2023-02-24 14:05:29,2023-02-24
253,2023-02-24 14:05:30,2023-02-24
254,2023-02-24 14:05:32,2023-02-24
255,2023-02-24 14:05:33,2023-02-24
256,2023-02-24 14:05:34,2023-02-24
257,2023-02-24 14:05:35,2023-02-24
258,2023-02-24 14:05:36,2023-02-24
259,2023-02-24 14:05:37,2023-02-24
260,2023-02-24 14:05:38,2023-02-24
261,2023-02-24 14:05:40,2023-02-24
262,2023-02-24 14:05:41,2023-02-24
263,2023-02-24 14:05:43,2023-02-24
264,2023-02-24 14:05:44,2023-02-24
265,2023-02-24 14:05:45,2023-02-24
266,2023-02-24 14:05:47,2023-02-24
267,2023-02-24 14:05:48,2023-02-24
268,2023-02-24 14:05:49,2023-02-24
269,2023-02-24 14:05:50,2023-02-24
270,2023-02-24 14:05:51,2023-02-24
271,2023-02-24 14:05:53,2023-02-24
272,2023-02-24 14:05:54,2023-02-24
273,2023-02-24 14:05:55,2023-02-24
274,2023-02-24 14:05:57,2023-02-24
275,2023-02-24 14:05:58,2023-02-24
276,2023-02-24 14:05:59,2023-02-24
277,2023-02-24 14:06:00,2023-02-24
278,2023-02-24 14:06:01,2023-02-24
279,2023-02-24 14:06:02,2023-02-24
280,2023-02-24 14:06:03,2023-02-24
281,2023-02-24 14:06:05,2023-02-24
282,2023-02-24 14:06:06,2023-02-24
283,2023-02-24 14:06:07,2023-02-24
284,2023-02-24 14:06:08,2023-02-24
285,2023-02-24 14:06:09,2023-02-24
286,2023-02-24 14:06:10,2023-02-24
287,2023-02-24 14:06:11,2023-02-24
288,2023-02-24 14:06:12,2023-02-24
289,2023-02-24 14:06:13,2023-02-24
290,2023-02-24 14:06:14,2023-02-24
291,2023-02-24 14:06:16,2023-02-24
292,2023-02-24 14:06:17,2023-02-24
293,2023-02-24 14:06:18,2023-02-24
294,2023-02-24 14:06:19,2023-02-24
295,2023-02-24 14:06:21,2023-02-24
296,2023-02-24 14:06:22,2023-02-24
297,2023-02-24 14:06:23,2023-02-24
298,2023-02-24 14:06:24,2023-02-24
299,2023-02-24 14:06:25,2023-02-24
300,2023-02-24 14:06:26,2023-02-24
301,2023-02-24 14:06:27,2023-02-24
302,2023-02-24 14:06:29,2023-02-24
303,2023-02-24 14:06:30,2023-02-24
304,2023-02-24 14:06:31,2023-02-24
305,2023-02-24 14:06:35,2023-02-24
306,2023-02-24 14:06:36,2023-02-24
307,2023-02-24 14:06:37,2023-02-24
308,2023-02-24 14:06:38,2023-02-24
309,2023-02-24 14:06:41,2023-02-24
310,2023-02-24 14:06:42,2023-02-24
311,2023-02-24 14:06:43,2023-02-24
312,2023-02-24 14:06:44,2023-02-24
313,2023-02-24 14:06:45,2023-02-24
314,2023-02-24 14:06:46,2023-02-24
315,2023-02-24 14:06:47,2023-02-24
316,2023-02-24 14:06:48,2023-02-24
317,2023-02-24 14:06:49,2023-02-24
318,2023-02-24 14:06:51,2023-02-24
319,2023-02-24 14:06:52,2023-02-24
320,2023-02-24 14:06:53,2023-02-24
321,2023-02-24 14:06:54,2023-02-24
322,2023-02-24 14:06:55,2023-02-24
323,2023-02-24 14:06:56,2023-02-24
324,2023-02-24 14:06:57,2023-02-24
325,2023-02-24 14:06:58,2023-02-24
326,2023-02-24 14:07:00,2023-02-24
327,2023-02-24 14:07:03,2023-02-24
328,2023-02-24 14:07:04,2023-02-24
329,2023-02-24 14:07:06,2023-02-24
330,2023-02-24 14:07:08,2023-02-24
331,2023-02-24 14:07:09,2023-02-24
332,2023-02-24 14:07:10,2023-02-24
333,2023-02-24 14:07:11,2023-02-24
334,2023-02-24 14:07:12,2023-02-24
335,2023-02-24 14:07:13,2023-02-24
336,2023-02-24 14:07:15,2023-02-24
337,2023-02-24 14:07:16,2023-02-24
338,2023-02-24 14:07:17,2023-02-24
339,2023-02-24 14:07:18,2023-02-24
340,2023-02-24 14:07:19,2023-02-24
341,2023-02-24 14:07:20,2023-02-24
342,2023-02-24 14:07:21,2023-02-24
343,2023-02-24 14:07:22,2023-02-24
344,2023-02-24 14:07:23,2023-02-24
345,2023-02-24 14:07:24,2023-02-24
346,2023-02-24 14:07:25,2023-02-24
347,2023-02-24 14:07:28,2023-02-24
348,2023-02-24 14:07:29,2023-02-24
349,2023-02-24 14:07:31,2023-02-24
350,2023-02-24 14:07:35,2023-02-24
351,2023-02-24 14:07:36,2023-02-24
352,2023-02-24 14:07:37,2023-02-24
353,2023-02-24 14:07:38,2023-02-24
354,2023-02-24 14:07:40,2023-02-24
355,2023-02-24 14:07:41,2023-02-24
356,2023-02-24 14:07:42,2023-02-24
357,2023-02-24 14:07:43,2023-02-24
358,2023-02-24 14:07:44,2023-02-24
359,2023-02-24 14:07:45,2023-02-24
360,2023-02-24 14:07:47,2023-02-24
361,2023-02-24 14:07:48,2023-02-24
362,2023-02-24 14:07:49,2023-02-24
363,2023-02-24 14:07:50,2023-02-24
364,2023-02-24 14:07:51,2023-02-24
365,2023-02-24 14:07:52,2023-02-24
366,2023-02-24 14:07:54,2023-02-24
367,2023-02-24 14:07:55,2023-02-24
368,2023-02-24 14:07:56,2023-02-24
369,2023-02-24 14:07:58,2023-02-24
370,2023-02-24 14:07:59,2023-02-24
371,2023-02-24 14:08:00,2023-02-24
372,2023-02-24 14:08:01,2023-02-24
373,2023-02-24 14:08:02,2023-02-24
374,2023-02-24 14:08:03,2023-02-24
375,2023-02-24 14:08:05,2023-02-24
376,2023-02-24 14:08:06,2023-02-24
377,2023-02-24 14:08:07,2023-02-24
378,2023-02-24 14:08:08,2023-02-24
379,2023-02-24 14:08:09,2023-02-24
380,2023-02-24 14:08:10,2023-02-24
381,2023-02-24 14:08:11,2023-02-24
382,2023-02-24 14:08:12,2023-02-24
383,2023-02-24 14:08:13,2023-02-24
384,2023-02-24 14:08:14,2023-02-24
385,2023-02-24 14:08:16,2023-02-24
386,2023-02-24 14:08:17,2023-02-24
387,2023-02-24 14:08:18,2023-02-24
388,2023-02-24 14:08:19,2023-02-24
389,2023-02-24 14:08:20,2023-02-24
390,2023-02-24 14:08:21,2023-02-24
391,2023-02-24 14:08:22,2023-02-24
392,2023-02-24 14:08:23,2023-02-24
393,2023-02-24 14:08:24,2023-02-24
394,2023-02-24 14:08:25,2023-02-24
395,2023-02-24 14:08:29,2023-02-24
396,2023-02-24 14:08:30,2023-02-24
397,2023-02-24 14:08:31,2023-02-24
398,2023-02-24 14:08:33,2023-02-24
399,2023-02-24 14:08:34,2023-02-24
400,2023-02-24 14:08:35,2023-02-24
401,2023-02-24 14:08:36,2023-02-24
402,2023-02-24 14:08:38,2023-02-24
403,2023-02-24 14:08:39,2023-02-24
404,2023-02-24 14:08:40,2023-02-24
405,2023-02-24 14:08:41,2023-02-24
406,2023-02-24 14:08:44,2023-02-24
407,2023-02-24 14:08:45,2023-02-24
408,2023-02-24 14:08:46,2023-02-24
409,2023-02-24 14:08:48,2023-02-24
410,2023-02-24 14:08:49,2023-02-24
411,2023-02-24 14:08:50,2023-02-24
412,2023-02-24 14:08:51,2023-02-24
413,2023-02-24 14:08:52,2023-02-24
414,2023-02-24 14:08:53,2023-02-24
415,2023-02-24 14:08:57,2023-02-24
416,2023-02-24 14:08:59,2023-02-24
417,2023-02-24 14:09:01,2023-02-24
418,2023-02-24 14:09:02,2023-02-24
419,2023-02-24 14:09:04,2023-02-24
420,2023-02-24 14:09:05,2023-02-24
421,2023-02-24 14:09:06,2023-02-24
422,2023-02-24 14:09:07,2023-02-24
423,2023-02-24 14:09:08,2023-02-24
424,2023-02-24 14:09:09,2023-02-24
425,2023-02-24 14:09:11,2023-02-24
426,2023-02-24 14:09:12,2023-02-24
427,2023-02-24 14:09:13,2023-02-24
428,2023-02-24 14:09:14,2023-02-24
429,2023-02-24 14:09:16,2023-02-24
430,2023-02-24 14:09:18,2023-02-24
431,2023-02-24 14:09:20,2023-02-24
432,2023-02-24 14:09:21,2023-02-24
433,2023-02-24 14:09:22,2023-02-24
434,2023-02-24 14:09:23,2023-02-24
435,2023-02-24 14:09:26,2023-02-24
436,2023-02-24 14:09:27,2023-02-24
437,2023-02-24 14:09:29,2023-02-24
438,2023-02-24 14:09:30,2023-02-24
439,2023-02-24 14:09:32,2023-02-24
440,2023-02-24 14:09:34,2023-02-24
441,2023-02-24 14:09:35,2023-02-24
442,2023-02-24 14:09:36,2023-02-24
443,2023-02-24 14:09:37,2023-02-24
444,2023-02-24 14:09:38,2023-02-24
445,2023-02-24 14:09:39,2023-02-24
446,2023-02-24 14:09:41,2023-02-24
447,2023-02-24 14:09:42,2023-02-24
448,2023-02-24 14:09:43,2023-02-24
449,2023-02-24 14:09:44,2023-02-24
450,2023-02-24 14:09:45,2023-02-24
451,2023-02-24 14:09:46,2023-02-24
452,2023-02-24 14:09:47,2023-02-24
453,2023-02-24 14:09:48,2023-02-24
454,2023-02-24 14:09:50,2023-02-24
455,2023-02-24 14:09:52,2023-02-24
456,2023-02-24 14:09:54,2023-02-24
457,2023-02-24 14:09:55,2023-02-24
458,2023-02-24 14:09:56,2023-02-24
459,2023-02-24 14:09:58,2023-02-24
460,2023-02-24 14:09:59,2023-02-24
461,2023-02-24 14:10:00,2023-02-24
462,2023-02-24 14:10:01,2023-02-24
463,2023-02-24 14:10:02,2023-02-24
464,2023-02-24 14:10:03,2023-02-24
465,2023-02-24 14:10:05,2023-02-24
466,2023-02-24 14:10:06,2023-02-24
467,2023-02-24 14:10:08,2023-02-24
468,2023-02-24 14:10:10,2023-02-24
469,2023-02-24 14:10:11,2023-02-24
470,2023-02-24 14:10:12,2023-02-24
471,2023-02-24 14:10:13,2023-02-24
472,2023-02-24 14:10:14,2023-02-24
473,2023-02-24 14:10:15,2023-02-24
474,2023-02-24 14:10:17,2023-02-24
475,2023-02-24 14:10:18,2023-02-24
476,2023-02-24 14:10:19,2023-02-24
477,2023-02-24 14:10:21,2023-02-24
478,2023-02-24 14:10:24,2023-02-24
479,2023-02-24 14:10:25,2023-02-24
480,2023-02-24 14:10:28,2023-02-24
481,2023-02-24 14:10:31,2023-02-24
482,2023-02-24 14:10:32,2023-02-24
483,2023-02-24 14:10:35,2023-02-24
484,2023-02-24 14:10:36,2023-02-24
485,2023-02-24 14:10:38,2023-02-24
486,2023-02-24 14:10:40,2023-02-24
487,2023-02-24 14:10:41,2023-02-24
488,2023-02-24 14:10:42,2023-02-24
489,2023-02-24 14:10:43,2023-02-24
490,2023-02-24 14:10:44,2023-02-24
491,2023-02-24 14:10:45,2023-02-24
492,2023-02-24 14:10:46,2023-02-24
493,2023-02-24 14:10:48,2023-02-24
494,2023-02-24 14:10:49,2023-02-24
495,2023-02-24 14:10:51,2023-02-24
496,2023-02-24 14:10:52,2023-02-24
497,2023-02-24 14:10:53,2023-02-24
498,2023-02-24 14:10:54,2023-02-24
499,2023-02-24 14:10:55,2023-02-24
500,2023-02-24 14:10:56,2023-02-24
501,2023-02-24 14:10:57,2023-02-24
502,2023-02-24 14:10:59,2023-02-24
503,2023-02-24 14:11:00,2023-02-24
504,2023-02-24 14:11:02,2023-02-24
505,2023-02-24 14:11:03,2023-02-24
506,2023-02-24 14:11:04,2023-02-24
507,2023-02-24 14:11:05,2023-02-24
508,2023-02-24 14:11:06,2023-02-24
509,2023-02-24 14:11:07,2023-02-24
510,2023-02-24 14:11:08,2023-02-24
511,2023-02-24 14:11:09,2023-02-24
512,2023-02-24 14:11:12,2023-02-24
513,2023-02-24 14:11:13,2023-02-24
514,2023-02-24 14:11:14,2023-02-24
515,2023-02-24 14:11:16,2023-02-24
516,2023-02-24 14:11:18,2023-02-24
517,2023-02-24 14:11:19,2023-02-24
518,2023-02-24 14:11:20,2023-02-24
519,2023-02-24 14:11:21,2023-02-24
520,2023-02-24 14:11:23,2023-02-24
521,2023-02-24 14:11:25,2023-02-24
522,2023-02-24 14:11:26,2023-02-24
523,2023-02-24 14:11:27,2023-02-24
524,2023-02-24 14:11:28,2023-02-24
525,2023-02-24 14:11:30,2023-02-24
526,2023-02-24 14:11:31,2023-02-24
527,2023-02-24 14:11:32,2023-02-24
528,2023-02-24 14:11:34,2023-02-24
529,2023-02-24 14:11:35,2023-02-24
530,2023-02-24 14:11:38,2023-02-24
531,2023-02-24 14:11:39,2023-02-24
532,2023-02-24 14:11:41,2023-02-24
533,2023-02-24 14:11:42,2023-02-24
534,2023-02-24 14:11:44,2023-02-24
535,2023-02-24 14:11:45,2023-02-24
536,2023-02-24 14:11:47,2023-02-24
537,2023-02-24 14:11:48,2023-02-24
538,2023-02-24 14:11:51,2023-02-24
539,2023-02-24 14:11:54,2023-02-24
540,2023-02-24 14:11:55,2023-02-24
541,2023-02-24 14:11:56,2023-02-24
542,2023-02-24 14:11:57,2023-02-24
543,2023-02-24 14:11:59,2023-02-24
544,2023-02-24 14:12:00,2023-02-24
545,2023-02-24 14:12:01,2023-02-24
546,2023-02-24 14:12:02,2023-02-24
547,2023-02-24 14:12:03,2023-02-24
548,2023-02-24 14:12:04,2023-02-24
549,2023-02-24 14:12:05,2023-02-24
550,2023-02-24 14:12:07,2023-02-24
551,2023-02-24 14:12:10,2023-02-24
552,2023-02-24 14:12:11,2023-02-24
553,2023-02-24 14:12:12,2023-02-24
554,2023-02-24 14:12:13,2023-02-24
555,2023-02-24 14:12:18,2023-02-24
556,2023-02-24 14:12:20,2023-02-24
557,2023-02-24 14:12:21,2023-02-24
558,2023-02-24 14:12:22,2023-02-24
559,2023-02-24 14:12:23,2023-02-24
560,2023-02-24 14:12:24,2023-02-24
561,2023-02-24 14:12:25,2023-02-24
562,2023-02-24 14:12:26,2023-02-24
563,2023-02-24 14:12:29,2023-02-24
564,2023-02-24 14:12:31,2023-02-24
565,2023-02-24 14:12:32,2023-02-24
566,2023-02-24 14:12:33,2023-02-24
567,2023-02-24 14:12:35,2023-02-24
568,2023-02-24 14:12:36,2023-02-24
569,2023-02-24 14:12:37,2023-02-24
570,2023-02-24 14:12:40,2023-02-24
571,2023-02-24 14:12:44,2023-02-24
572,2023-02-24 14:12:45,2023-02-24
573,2023-02-24 14:12:46,2023-02-24
574,2023-02-24 14:12:47,2023-02-24
575,2023-02-24 14:12:48,2023-02-24
576,2023-02-24 14:12:49,2023-02-24
577,2023-02-24 14:12:51,2023-02-24
578,2023-02-24 14:12:52,2023-02-24
579,2023-02-24 14:12:53,2023-02-24
580,2023-02-24 14:12:54,2023-02-24
581,2023-02-24 14:12:55,2023-02-24
582,2023-02-24 14:12:56,2023-02-24
583,2023-02-24 14:12:57,2023-02-24
584,2023-02-24 14:12:58,2023-02-24
585,2023-02-24 14:12:59,2023-02-24
586,2023-02-24 14:13:00,2023-02-24
587,2023-02-24 14:13:01,2023-02-24
588,2023-02-24 14:13:02,2023-02-24
589,2023-02-24 14:13:03,2023-02-24
590,2023-02-24 14:13:04,2023-02-24
591,2023-02-24 14:13:05,2023-02-24
592,2023-02-24 14:13:07,2023-02-24
593,2023-02-24 14:13:08,2023-02-24
594,2023-02-24 14:13:09,2023-02-24
595,2023-02-24 14:13:10,2023-02-24
596,2023-02-24 14:13:11,2023-02-24
597,2023-02-24 14:13:13,2023-02-24
598,2023-02-24 14:13:14,2023-02-24
599,2023-02-24 14:13:15,2023-02-24
600,2023-02-24 14:13:16,2023-02-24
601,2023-02-24 14:13:17,2023-02-24
602,2023-02-24 14:13:18,2023-02-24
603,2023-02-24 14:13:19,2023-02-24
604,2023-02-24 14:13:20,2023-02-24
605,2023-02-24 14:13:21,2023-02-24
606,2023-02-24 14:13:23,2023-02-24
607,2023-02-24 14:13:24,2023-02-24
608,2023-02-24 14:13:25,2023-02-24
609,2023-02-24 14:13:27,2023-02-24
610,2023-02-24 14:13:28,2023-02-24
611,2023-02-24 14:13:29,2023-02-24
612,2023-02-24 14:13:30,2023-02-24
613,2023-02-24 14:13:31,2023-02-24
614,2023-02-24 14:13:32,2023-02-24
615,2023-02-24 14:13:33,2023-02-24
616,2023-02-24 14:13:34,2023-02-24
617,2023-02-24 14:13:35,2023-02-24
618,2023-02-24 14:13:36,2023-02-24
619,2023-02-24 14:13:38,2023-02-24
620,2023-02-24 14:13:39,2023-02-24
621,2023-02-24 14:13:42,2023-02-24
622,2023-02-24 14:13:43,2023-02-24
623,2023-02-24 14:13:44,2023-02-24
624,2023-02-24 14:13:45,2023-02-24
625,2023-02-24 14:13:46,2023-02-24
626,2023-02-24 14:13:47,2023-02-24
627,2023-02-24 14:13:48,2023-02-24
628,2023-02-24 14:13:49,2023-02-24
629,2023-02-24 14:13:50,2023-02-24
630,2023-02-24 14:13:51,2023-02-24
631,2023-02-24 14:13:52,2023-02-24
632,2023-02-24 14:13:53,2023-02-24
633,2023-02-24 14:13:54,2023-02-24
634,2023-02-24 14:13:56,2023-02-24
